sample_index,sample_id,episode_id,region,timestep_index,timestep,sigma,noise_seed,swapped_action_count,noop_count,noop_fraction,loss_correct,loss_wrong,delta
118,my_way_home_episode_0046_clip_000039,episode_0046,late,900,251,0.251872181892395,400,16,0,0.0,0.1988419145345688,0.20274432003498077,0.0039024055004119873
119,my_way_home_episode_0033_clip_000052,episode_0033,early,100,964,0.9643239974975586,401,16,0,0.0,0.23215873539447784,0.25870010256767273,0.026541367173194885
119,my_way_home_episode_0033_clip_000052,episode_0033,middle,500,750,0.7503747940063477,402,16,0,0.0,0.131881445646286,0.14637920260429382,0.014497756958007812
119,my_way_home_episode_0033_clip_000052,episode_0033,late,900,251,0.251872181892395,403,16,0,0.0,0.22672808170318604,0.2280830442905426,0.0013549625873565674
120,my_way_home_episode_0025_clip_000005,episode_0025,early,100,964,0.9643239974975586,404,16,0,0.0,0.14809761941432953,0.19498448073863983,0.0468868613243103
120,my_way_home_episode_0025_clip_000005,episode_0025,middle,500,750,0.7503747940063477,405,16,0,0.0,0.09136365354061127,0.11811832338571548,0.026754669845104218
120,my_way_home_episode_0025_clip_000005,episode_0025,late,900,251,0.251872181892395,406,16,0,0.0,0.2439601719379425,0.25524210929870605,0.01128193736076355
121,my_way_home_episode_0021_clip_000033,episode_0021,early,100,964,0.9643239974975586,407,8,5,0.3125,0.1704898625612259,0.17655445635318756,0.00606459379196167
121,my_way_home_episode_0021_clip_000033,episode_0021,middle,500,750,0.7503747940063477,408,8,5,0.3125,0.15353384613990784,0.15588004887104034,0.0023462027311325073
121,my_way_home_episode_0021_clip_000033,episode_0021,late,900,251,0.251872181892395,409,8,5,0.3125,0.2287280261516571,0.2316134124994278,0.002885386347770691
122,my_way_home_episode_0023_clip_000053,episode_0023,early,100,964,0.9643239974975586,410,14,0,0.0,0.12191731482744217,0.2497563660144806,0.12783905118703842
122,my_way_home_episode_0023_clip_000053,episode_0023,middle,500,750,0.7503747940063477,411,14,0,0.0,0.07242722809314728,0.08091384172439575,0.008486613631248474
122,my_way_home_episode_0023_clip_000053,episode_0023,late,900,251,0.251872181892395,412,14,0,0.0,0.19736069440841675,0.203251451253891,0.005890756845474243
123,my_way_home_episode_0016_clip_000024,episode_0016,early,100,964,0.9643239974975586,413,7,9,0.5625,0.1356256902217865,0.22442825138568878,0.08880256116390228
123,my_way_home_episode_0016_clip_000024,episode_0016,middle,500,750,0.7503747940063477,414,7,9,0.5625,0.08031401038169861,0.08936359733343124,0.009049586951732635
123,my_way_home_episode_0016_clip_000024,episode_0016,late,900,251,0.251872181892395,415,7,9,0.5625,0.20491664111614227,0.2104494720697403,0.0055328309535980225
124,my_way_home_episode_0042_clip_000051,episode_0042,early,100,964,0.9643239974975586,416,13,3,0.1875,0.12348656356334686,0.19747595489025116,0.0739893913269043
124,my_way_home_episode_0042_clip_000051,episode_0042,middle,500,750,0.7503747940063477,417,13,3,0.1875,0.09511484205722809,0.11075721681118011,0.015642374753952026
124,my_way_home_episode_0042_clip_000051,episode_0042,late,900,251,0.251872181892395,418,13,3,0.1875,0.19067339599132538,0.1977052092552185,0.0070318132638931274
125,my_way_home_episode_0045_clip_000024,episode_0045,early,100,964,0.9643239974975586,419,16,0,0.0,0.16362521052360535,0.26213380694389343,0.09850859642028809
125,my_way_home_episode_0045_clip_000024,episode_0045,middle,500,750,0.7503747940063477,420,16,0,0.0,0.09581990540027618,0.1250287890434265,0.02920888364315033
125,my_way_home_episode_0045_clip_000024,episode_0045,late,900,251,0.251872181892395,421,16,0,0.0,0.196804940700531,0.204003244638443,0.007198303937911987
126,my_way_home_episode_0037_clip_000030,episode_0037,early,100,964,0.9643239974975586,422,16,0,0.0,0.1753750890493393,0.2521497309207916,0.07677464187145233
126,my_way_home_episode_0037_clip_000030,episode_0037,middle,500,750,0.7503747940063477,423,16,0,0.0,0.07540856301784515,0.11860199272632599,0.043193429708480835
126,my_way_home_episode_0037_clip_000030,episode_0037,late,900,251,0.251872181892395,424,16,0,0.0,0.15502004325389862,0.17104770243167877,0.01602765917778015
127,my_way_home_episode_0027_clip_000033,episode_0027,early,100,964,0.9643239974975586,425,12,0,0.0,0.12763611972332,0.15195390582084656,0.02431778609752655
127,my_way_home_episode_0027_clip_000033,episode_0027,middle,500,750,0.7503747940063477,426,12,0,0.0,0.1039421409368515,0.12873044610023499,0.024788305163383484
127,my_way_home_episode_0027_clip_000033,episode_0027,late,900,251,0.251872181892395,427,12,0,0.0,0.21829473972320557,0.22247016429901123,0.004175424575805664
